经度,纬度,结果,取绝对值后,分级
116.3815867,39.83045414,3.35309209,3.35309209,4
116.3813997,39.83044951,3.214823329,3.214823329,4
116.3812111,39.83044487,2.010543036,2.010543036,3
116.3810237,39.83044266,3.240475733,3.240475733,4
116.3808395,39.83043868,1.550170147,1.550170147,2
116.3806589,39.8304334,3.006194906,3.006194906,4
116.3804842,39.83042977,-3.867950049,3.867950049,5
116.3803155,39.83042424,-1.359986328,1.359986328,2
116.3801505,39.83041861,-1.677251646,1.677251646,2
116.3799877,39.83041489,-4.187438669,4.187438669,5
116.3798223,39.83040918,-4.188975119,4.188975119,5
116.3796525,39.83040406,-4.375463485,4.375463485,5
116.3794793,39.83039871,-3.122159531,3.122159531,4
116.3793018,39.83039679,-3.472535207,3.472535207,5
116.3791182,39.83038992,-0.946083403,0.946083403,1
116.3789298,39.83038406,-4.109342138,4.109342138,5
116.3787391,39.83037858,-5.21591201,5.21591201,5
116.3785457,39.83037189,-0.367311136,0.367311136,1
116.3783499,39.83036513,1.251940135,1.251940135,2
116.378152,39.83035848,0.754916523,0.754916523,1
116.3779502,39.83035223,2.175384944,2.175384944,3
116.3777436,39.83034649,1.459020672,1.459020672,2
116.3775313,39.83034026,1.779437374,1.779437374,3
116.3773138,39.83033111,-0.603494044,0.603494044,1
116.3770958,39.8303266,-2.115683901,2.115683901,3
116.3768785,39.83032142,-1.867199562,1.867199562,3
116.3766623,39.83031587,-3.209832152,3.209832152,4
116.3764479,39.83031082,-2.604549985,2.604549985,3
116.376234,39.83030503,-2.504246595,2.504246595,3
116.3760217,39.83029919,-2.976105467,2.976105467,4
116.3758136,39.83029325,-2.120915471,2.120915471,3
116.3756105,39.83028458,-2.287288435,2.287288435,3
116.3754124,39.83027996,-2.22038703,2.22038703,3
116.3752175,39.83027498,-1.759031098,1.759031098,3
116.3750234,39.83027045,-0.997879652,0.997879652,1
116.3748292,39.83026411,-0.457341488,0.457341488,1
116.3746339,39.83025762,-0.969007958,0.969007958,1
116.3744364,39.83025136,-1.405487196,1.405487196,2
116.3742359,39.83024576,-1.497656046,1.497656046,2
116.3740326,39.83023999,2.207181109,2.207181109,3
116.3738279,39.83023482,-2.256109189,2.256109189,3
116.3736248,39.83022922,-3.642503755,3.642503755,5
116.3734236,39.83022303,0.51709253,0.51709253,1
116.3732244,39.83022042,-1.867076222,1.867076222,3
116.3730294,39.83021876,-0.405481762,0.405481762,1
116.372642,39.83020441,-3.397071301,3.397071301,4
116.3724488,39.83019605,-4.366690351,4.366690351,5
116.3722576,39.83018824,1.068140926,1.068140926,1
116.3720676,39.83018346,2.094111389,2.094111389,3
116.3718788,39.83017975,0.380745515,0.380745515,1
116.3716901,39.83017538,2.924447323,2.924447323,4
116.3714983,39.83016936,2.147089844,2.147089844,3
116.3713015,39.83016221,1.835044086,1.835044086,3
116.3710982,39.83015606,-1.101599244,1.101599244,1
116.3708895,39.83015536,-0.65625424,0.65625424,1
116.3706811,39.83014506,0.097119689,0.097119689,1
116.370472,39.83013824,0.59265168,0.59265168,1
116.370261,39.83013109,-0.587199392,0.587199392,1
116.3700478,39.83012437,-0.049461531,0.049461531,1
116.3698323,39.83011844,3.075176246,3.075176246,4
116.369612,39.8301121,2.504263509,2.504263509,3
116.3693854,39.83010915,0.899383017,0.899383017,1
116.3691544,39.83010233,-0.780852512,0.780852512,1
116.3689229,39.83009473,-1.675588415,1.675588415,2
116.3686929,39.83008877,-3.790808022,3.790808022,5
116.3684647,39.83008268,-5.17174716,5.17174716,5
116.3682365,39.83008162,0.84334274,0.84334274,1
116.3680098,39.83007657,-0.420185496,0.420185496,1
116.3677861,39.83007394,-0.458598774,0.458598774,1
116.3675659,39.83006767,-1.125733077,1.125733077,1
116.3673489,39.83005884,-3.036434729,3.036434729,4
116.3671381,39.83004182,-1.362282399,1.362282399,2
116.3669333,39.83003105,-2.332749465,2.332749465,3
116.3667324,39.830025,-2.487077772,2.487077772,3
116.3665355,39.83001761,-2.069975354,2.069975354,3
116.3663453,39.83001309,-2.079435831,2.079435831,3
116.3661612,39.83000803,-1.320496372,1.320496372,2
116.3659799,39.8300043,-1.904679141,1.904679141,3
116.3657988,39.83000023,-1.868388957,1.868388957,3
116.3656168,39.82999456,-1.501850499,1.501850499,2
116.3654334,39.82998816,-0.142504866,0.142504866,1
116.3652481,39.82998294,-0.619164318,0.619164318,1
116.3650604,39.82997829,-1.151993988,1.151993988,1
116.3648701,39.82997231,0.776100167,0.776100167,1
116.3646764,39.82996629,0.491496549,0.491496549,1
116.364479,39.82996014,0.167229207,0.167229207,1
116.3642776,39.82995356,3.184793335,3.184793335,4
116.3640722,39.82995008,2.844198968,2.844198968,4
116.3638649,39.82994503,2.484619374,2.484619374,3
116.3636564,39.82993403,1.493066532,1.493066532,2
116.3634449,39.82992579,-1.021539078,1.021539078,1
116.3632324,39.82991924,3.049043745,3.049043745,4
116.3630212,39.82991172,2.676533519,2.676533519,4
116.3628087,39.82990432,-2.405295064,2.405295064,3
116.3625931,39.82989648,-2.001286534,2.001286534,3
116.3623735,39.82989495,-2.055823805,2.055823805,3
116.3621514,39.82988979,-0.434432551,0.434432551,1
116.3619293,39.82988147,-0.042150339,0.042150339,1
116.3617065,39.82987532,0.037537291,0.037537291,1
116.3614814,39.8298701,-0.324686226,0.324686226,1
116.3612533,39.82987083,-0.225403603,0.225403603,1
116.3610231,39.82986852,-0.285318597,0.285318597,1
116.360791,39.82986166,0.619423201,0.619423201,1
116.3605565,39.82985664,1.549492395,1.549492395,2
116.3603194,39.82985185,2.788199957,2.788199957,4
116.3600812,39.82984714,0.984006815,0.984006815,1
116.3596102,39.82984502,1.894079815,1.894079815,3
116.3593897,39.82984633,1.802268601,1.802268601,3
116.3591842,39.82982378,0.718057438,0.718057438,1
116.3589816,39.82981029,0.464844958,0.464844958,1
116.358782,39.82980497,-1.176073135,1.176073135,1
116.358587,39.82981042,-1.773106029,1.773106029,3
116.3583908,39.82980377,-2.738698602,2.738698602,4
116.3581953,39.82980331,-1.839556018,1.839556018,3
116.3580013,39.82979884,0.283834245,0.283834245,1
116.357808,39.8298005,0.841115548,0.841115548,1
116.3576124,39.82979916,1.88395441,1.88395441,3
116.3574195,39.82980365,0.259073561,0.259073561,1
116.3572274,39.82980079,-4.01598839,4.01598839,5
116.3570364,39.82980294,-4.523618835,4.523618835,5
116.3568421,39.82979385,-4.685996454,4.685996454,5
116.3566482,39.82979972,-3.065840343,3.065840343,4
116.3564517,39.82979624,-4.570362919,4.570362919,5
116.356256,39.82980203,-5.611653714,5.611653714,5
116.3560614,39.82980386,-6.332270223,6.332270223,5
116.3558679,39.82980273,-1.829879615,1.829879615,3
116.3556723,39.82979965,-4.248747876,4.248747876,5
116.3554746,39.82980108,3.051058968,3.051058968,4
116.3552762,39.82980331,3.395958661,3.395958661,4
116.3550765,39.8298039,3.410067489,3.410067489,4
116.3548749,39.82980512,3.161026679,3.161026679,4
116.3546706,39.82980591,3.239900875,3.239900875,4
116.354466,39.82980717,0.822309675,0.822309675,1
116.354264,39.82980868,1.439137778,1.439137778,2
116.3540608,39.82979733,-0.546682844,0.546682844,1
116.3538555,39.82979323,-3.829703123,3.829703123,5
116.3536485,39.82979445,-4.450469501,4.450469501,5
116.3534445,39.82980333,-3.265232636,3.265232636,4
116.3532435,39.82980791,-2.676187338,2.676187338,4
116.3530451,39.82980862,0.51552769,0.51552769,1
116.3528493,39.8298065,1.352746832,1.352746832,2
116.3526561,39.82980512,-1.868056071,1.868056071,3
116.3524652,39.82980523,2.552847614,2.552847614,3
116.3522732,39.8298039,0.718601139,0.718601139,1
116.3520787,39.82979937,1.722274679,1.722274679,3
116.3518803,39.82978482,1.789727132,1.789727132,3
116.351682,39.82977225,2.688053468,2.688053468,4
116.3514863,39.82977715,2.445232976,2.445232976,3
116.3513003,39.82977565,0.622682209,0.622682209,1
116.351125,39.8297737,-6.400030334,6.400030334,5
116.3509558,39.8297717,1.279186844,1.279186844,2
116.3507892,39.82977706,2.364673321,2.364673321,3
116.3506286,39.82978035,3.498539629,3.498539629,5
116.3504739,39.82978742,3.569228378,3.569228378,5
116.3503261,39.82978402,3.581178195,3.581178195,5
116.3501782,39.82977668,3.582298238,3.582298238,5
116.3500243,39.82976312,3.582295426,3.582295426,5
116.3498637,39.82975724,3.582473829,3.582473829,5
116.3496973,39.82975447,3.582552687,3.582552687,5
116.3495274,39.82976704,3.582587968,3.582587968,5
116.3493544,39.82975939,3.582544651,3.582544651,5
116.3491774,39.82975493,3.582397526,3.582397526,5
116.3489967,39.82975446,3.58074753,3.58074753,5
116.3488102,39.82975354,2.838356278,2.838356278,4
116.3486191,39.82976021,3.58099451,3.58099451,5
116.3484192,39.82975685,3.566151387,3.566151387,5
116.3480031,39.82975461,-3.051650137,3.051650137,4
116.3477922,39.82975391,3.130842284,3.130842284,4
116.3475778,39.82975601,3.448105507,3.448105507,4
116.3473617,39.82975488,2.928138447,2.928138447,4
116.3471457,39.82975458,-6.385709507,6.385709507,5
116.3469311,39.82975936,1.342680016,1.342680016,2
116.3467174,39.82976134,3.346368414,3.346368414,4
116.3465062,39.82977474,3.495034222,3.495034222,5
116.3462971,39.82977471,3.50553406,3.50553406,5
116.3460874,39.8297735,3.104928465,3.104928465,4
116.3458786,39.82977562,3.165283424,3.165283424,4
116.345671,39.82976821,3.504157289,3.504157289,5
116.345463,39.82976416,3.083287596,3.083287596,4
116.3452523,39.82976848,0.65635682,0.65635682,1
116.3450383,39.82976765,0.745355093,0.745355093,1
116.3448227,39.8297675,0.881133116,0.881133116,1
116.3446078,39.82976707,1.554223205,1.554223205,2
116.3443921,39.82976701,0.918490087,0.918490087,1
116.3441754,39.82976888,-0.374680192,0.374680192,1
116.3439575,39.82976671,1.078391916,1.078391916,1
116.3437386,39.82977117,-2.143043053,2.143043053,3
116.3435187,39.82976802,-0.844946672,0.844946672,1
116.3432969,39.82976727,-0.868102128,0.868102128,1
116.3430729,39.82977034,-3.339073394,3.339073394,4
116.3428482,39.82976967,-1.446318634,1.446318634,2
116.3426236,39.82977069,-1.893870224,1.893870224,3
116.3424017,39.82976854,-5.057214108,5.057214108,5
116.3421851,39.82977424,-2.608824793,2.608824793,3
116.3419716,39.82977192,-2.991150983,2.991150983,4
116.3417604,39.82977287,-2.779695949,2.779695949,4
116.3415505,39.82977255,-1.883279555,1.883279555,3
116.3413418,39.82977609,-1.670510829,1.670510829,2
116.3411305,39.82977403,-1.530901601,1.530901601,2
116.3409183,39.82978103,-0.238027042,0.238027042,1
116.3407044,39.82978512,-0.238736158,0.238736158,1
116.3404899,39.82978286,-0.753144264,0.753144264,1
116.3402775,39.8297811,-2.184822934,2.184822934,3
116.3400691,39.82977784,-1.080741294,1.080741294,1
116.3398625,39.8297764,-2.603085125,2.603085125,3
116.3396559,39.82977845,0.047601466,0.047601466,1
116.3394499,39.8297794,1.174271582,1.174271582,1
116.3392472,39.82977502,1.804294142,1.804294142,3
116.3390475,39.82976744,2.076459226,2.076459226,3
116.33885,39.82976786,3.220882706,3.220882706,4
116.3386548,39.82976674,2.510539427,2.510539427,3
116.3384607,39.82976328,0.440171591,0.440171591,1
116.3382654,39.82975832,-3.972416136,3.972416136,5
116.338069,39.82975124,-6.446305185,6.446305185,5
116.3378716,39.82974411,-1.336053695,1.336053695,2
116.3376717,39.82973843,0.764337007,0.764337007,1
116.3374689,39.82973131,-2.691305648,2.691305648,4
116.3372612,39.82973065,-7.129527085,7.129527085,5
116.3370529,39.82971967,3.036156363,3.036156363,4
116.3368397,39.82972347,3.531527,3.531527,5
116.3366211,39.82971835,3.54377856,3.54377856,5
116.3363971,39.8297276,2.766028674,2.766028674,4
116.3361705,39.82972668,2.134697788,2.134697788,3
116.3359431,39.82970312,3.544372459,3.544372459,5
116.3357157,39.82968247,3.579862485,3.579862485,5
116.3354852,39.82968362,3.464618131,3.464618131,4
116.3350249,39.82967522,3.090662438,3.090662438,4
116.3348,39.8296524,3.04876351,3.04876351,4
116.3345781,39.82962819,3.102771214,3.102771214,4
116.3343575,39.82962034,3.08958331,3.08958331,4
116.3341395,39.8295976,3.100507253,3.100507253,4
116.3339245,39.82957861,-1.956285823,1.956285823,3
116.3337122,39.82957584,-0.209267148,0.209267148,1
116.3334977,39.82954983,-4.482774675,4.482774675,5
116.3332807,39.82953882,-6.863691296,6.863691296,5
116.3330565,39.82952035,-5.597021805,5.597021805,5
116.3328283,39.82949658,-0.605904096,0.605904096,1
116.3325977,39.82949619,-5.523368892,5.523368892,5
116.3323721,39.82949174,-1.51744725,1.51744725,2
116.332152,39.82947877,2.182537304,2.182537304,3
116.3319331,39.82947059,-0.112523937,0.112523937,1
116.3317172,39.82947663,0.043521394,0.043521394,1
116.3315009,39.82946584,0.792640019,0.792640019,1
116.3312829,39.82945098,0.672973336,0.672973336,1
116.331062,39.8294367,0.79532926,0.79532926,1
116.3308396,39.82942631,1.354028568,1.354028568,2
116.330615,39.82941898,-2.009103595,2.009103595,3
116.3303891,39.82941771,1.219874901,1.219874901,2
116.3301629,39.82940945,1.580583103,1.580583103,2
116.3299368,39.82941633,-2.724749561,2.724749561,4
116.3297122,39.82941135,-3.059323499,3.059323499,4
116.3294914,39.82938895,-3.037249437,3.037249437,4
116.3292728,39.82937716,-2.566107668,2.566107668,3
116.3290566,39.82937391,-0.44628601,0.44628601,1
116.3288401,39.8293695,-1.018306422,1.018306422,1
116.3286226,39.82936608,-1.099077424,1.099077424,1
116.3284027,39.82936146,1.636687324,1.636687324,2
116.3281801,39.82935474,1.885346386,1.885346386,3
116.3279561,39.82935362,2.982658859,2.982658859,4
116.3277336,39.82935199,3.216332935,3.216332935,4
116.3275132,39.82934758,2.781830174,2.781830174,4
116.3272932,39.82934697,2.946652319,2.946652319,4
116.327076,39.82935119,2.387176659,2.387176659,3
116.3268575,39.82934918,0.205106619,0.205106619,1
116.3266366,39.82935226,-3.41835147,3.41835147,4
116.3264096,39.82934639,-2.865888035,2.865888035,4
116.3261794,39.82933988,-2.529274365,2.529274365,3
116.3259446,39.82933592,-1.72929013,1.72929013,3
116.3257082,39.8293316,-2.739666428,2.739666428,4
116.3254726,39.82933342,-2.942873121,2.942873121,4
116.3252366,39.82933514,0.550600551,0.550600551,1
116.3249974,39.82934562,1.093615276,1.093615276,1
116.3247557,39.82935196,1.809047026,1.809047026,3
116.3245168,39.82934759,2.299373756,2.299373756,3
116.324279,39.82934268,0.960484718,0.960484718,1
116.3240427,39.82934048,-0.058120612,0.058120612,1
116.3238082,39.82933963,1.625693307,1.625693307,2
116.3235776,39.82933956,-0.620954882,0.620954882,1
116.3233523,39.82934091,2.727681086,2.727681086,4
116.3231326,39.8293454,3.033199533,3.033199533,4
116.3229146,39.82934703,3.388642455,3.388642455,4
116.3226941,39.82934971,3.321018467,3.321018467,4
116.3224718,39.82935089,3.262115474,3.262115474,4
116.3222495,39.82935028,2.741185956,2.741185956,4
116.3220277,39.82935915,2.52766951,2.52766951,3
116.3218085,39.82935177,-0.215178305,0.215178305,1
116.3215932,39.82935182,-4.191489341,4.191489341,5
116.3213832,39.82935725,-3.081260249,3.081260249,4
116.3211758,39.82936405,-3.739025326,3.739025326,5
116.3209665,39.82936322,-2.994593348,2.994593348,4
116.3207549,39.82936526,1.631638681,1.631638681,2
116.3205451,39.82936373,1.621659243,1.621659243,2
116.3201237,39.82936101,-2.170777954,2.170777954,3
116.3199141,39.82935286,3.15289464,3.15289464,4
116.3197072,39.82935619,2.910558879,2.910558879,4
116.3195045,39.82934871,3.316268161,3.316268161,4
116.3193041,39.82934968,3.323749971,3.323749971,4
116.3191025,39.82935372,3.134023238,3.134023238,4
116.3188984,39.82934863,2.790607275,2.790607275,4
116.3186934,39.82934608,3.38148157,3.38148157,4
116.3184885,39.82934259,1.671060025,1.671060025,2
116.3182852,39.82934228,2.050675264,2.050675264,3
116.3180846,39.82934992,-0.480370658,0.480370658,1
116.3178828,39.82935096,1.634839114,1.634839114,2
116.3176782,39.82935219,1.126082847,1.126082847,1
116.3174723,39.82935586,2.2176464,2.2176464,3
116.3172665,39.82934976,1.842046735,1.842046735,3
116.3170605,39.82935543,0.688476155,0.688476155,1
116.3168566,39.82936608,-1.97693673,1.97693673,3
116.3166553,39.82937659,-1.789847031,1.789847031,3
116.3164545,39.82936757,-1.192872601,1.192872601,2
116.3162517,39.82936114,-0.749456392,0.749456392,1
116.3160469,39.82935827,0.198610984,0.198610984,1
116.315838,39.82935386,1.334900582,1.334900582,2
116.3156272,39.82934965,2.696621702,2.696621702,4
116.3154142,39.82934703,1.309425598,1.309425598,2
116.3151982,39.82935779,1.373707532,1.373707532,2
116.3149846,39.82935396,0.362804733,0.362804733,1
116.3147733,39.8293482,0.238321776,0.238321776,1
116.3145616,39.82935571,3.182656896,3.182656896,4
116.3143493,39.82935824,3.249719788,3.249719788,4
116.3141372,39.82935777,2.610140983,2.610140983,3
116.3139245,39.82935978,2.603563015,2.603563015,3
116.3137104,39.82936057,2.880138467,2.880138467,4
116.3134966,39.82936385,3.474510966,3.474510966,5
116.3132846,39.82936233,3.542666002,3.542666002,5
116.3130723,39.82936123,2.00649081,2.00649081,3
116.3128586,39.82935076,1.727538723,1.727538723,3
116.312641,39.82934662,-1.971828345,1.971828345,3
116.3124199,39.82934606,-0.42280176,0.42280176,1
116.3121949,39.82935082,0.509318106,0.509318106,1
116.3119647,39.82934721,0.255454384,0.255454384,1
116.3117314,39.82934999,1.588284659,1.588284659,2
116.3114959,39.82935127,2.279531831,2.279531831,3
116.3112584,39.82935639,1.807110415,1.807110415,3
116.3110191,39.82935565,2.213594448,2.213594448,3
116.3107814,39.82935138,-3.947659339,3.947659339,5
116.3105489,39.82934975,-3.366429974,3.366429974,4
116.3103201,39.82935233,-2.17666102,2.17666102,3
116.3100905,39.82936322,-3.268120278,3.268120278,4
116.3098625,39.82936921,-2.428445358,2.428445358,3
116.3096406,39.82936126,-0.67150072,0.67150072,1
116.3094253,39.82936666,1.757399438,1.757399438,3
116.3092188,39.829372,0.993036204,0.993036204,1
116.3090219,39.82937119,0.296849534,0.296849534,1
116.3088383,39.82936199,0.076522964,0.076522964,1
116.3086643,39.82935838,-0.935584563,0.935584563,1
116.3084944,39.8293564,-0.939950005,0.939950005,1
116.3083274,39.82935446,-1.0703885,1.0703885,1
116.3081597,39.82935437,1.833713773,1.833713773,3
116.3079893,39.82935642,2.266753519,2.266753519,3
116.307814,39.82935452,1.220729013,1.220729013,2
116.3074489,39.82935456,1.949188609,1.949188609,3
116.3072665,39.82935708,-0.240666684,0.240666684,1
116.3070828,39.82935541,0.85233198,0.85233198,1
116.306896,39.82934673,-1.078407627,1.078407627,1
116.3067082,39.82935035,-3.345298778,3.345298778,4
116.3065195,39.82934946,-2.683016389,2.683016389,4
116.3063284,39.82935069,-4.002903297,4.002903297,5
116.3061355,39.82935207,-1.766467105,1.766467105,3
116.3059435,39.82934432,-2.873135329,2.873135329,4
116.3057535,39.82934114,-2.048933509,2.048933509,3
116.3055651,39.82934718,-3.443293748,3.443293748,4
116.3053868,39.82935041,-0.536399724,0.536399724,1
116.3052316,39.82935113,-3.560017608,3.560017608,5
116.3050957,39.82936213,-3.331671394,3.331671394,4
116.3049736,39.82936705,-4.066198426,4.066198426,5
116.30486,39.82935694,-2.748498954,2.748498954,4
116.3047466,39.82935008,-2.065455451,2.065455451,3
116.3046312,39.82934686,-2.103365635,2.103365635,3
116.3045099,39.8293472,-1.81086662,1.81086662,3
116.304381,39.82934496,-3.361431517,3.361431517,4
116.3042438,39.82934527,-2.880936961,2.880936961,4
116.3040992,39.82934609,-0.561557854,0.561557854,1
116.3039481,39.82934609,-4.288657746,4.288657746,5
116.3037896,39.82934603,-4.697358387,4.697358387,5
116.3036245,39.82934376,-3.684566165,3.684566165,5
116.3034545,39.82934757,-3.462152362,3.462152362,4
116.3032817,39.82935555,0.077349185,0.077349185,1
116.3031074,39.82935979,0.994641301,0.994641301,1
116.3029325,39.82936195,-2.276776967,2.276776967,3
116.3027543,39.82935688,-0.121836387,0.121836387,1
116.3025735,39.82934765,1.212941699,1.212941699,2
116.302393,39.82935659,2.409664087,2.409664087,3
116.3022148,39.82935965,2.236664014,2.236664014,3
116.3020381,39.82936157,2.503673051,2.503673051,3
116.3018631,39.82936272,2.418101659,2.418101659,3
116.301691,39.82936689,3.125369713,3.125369713,4
116.3015233,39.82936688,3.091369818,3.091369818,4
116.3013588,39.82936718,3.150601822,3.150601822,4
116.3011933,39.8293666,2.981566298,2.981566298,4
116.3010215,39.82936815,3.39129097,3.39129097,4
116.3008452,39.82936993,3.406965835,3.406965835,4
116.3006685,39.82936908,3.412132295,3.412132295,4
116.3004898,39.82937024,3.400269348,3.400269348,4
116.3003064,39.82937061,3.376748652,3.376748652,4
116.3001212,39.82937125,2.932294085,2.932294085,4
116.2999379,39.82937266,2.70745101,2.70745101,4
116.2997562,39.82937401,2.650076985,2.650076985,4
116.299575,39.82937517,2.087283981,2.087283981,3
116.2993941,39.82937642,2.248303432,2.248303432,3
116.299211,39.82937685,2.261721197,2.261721197,3
116.2990235,39.82936485,1.539045014,1.539045014,2
116.2988318,39.8293598,-0.344485765,0.344485765,1
116.2986381,39.82935633,-2.107055373,2.107055373,3
116.298444,39.82934979,-2.468026513,2.468026513,3
116.298248,39.82934486,0.268948033,0.268948033,1
116.2980502,39.82934555,-3.117482964,3.117482964,4
116.2978526,39.82935,-1.259472732,1.259472732,2
116.2976548,39.82935197,-0.868929336,0.868929336,1
116.2974581,39.82935279,-1.341706896,1.341706896,2
116.2972641,39.8293551,3.224990218,3.224990218,4
116.2970708,39.82935472,3.325375815,3.325375815,4
116.2968768,39.82935551,3.557678847,3.557678847,5
116.2964935,39.82935424,3.556627171,3.556627171,5
116.2963064,39.82935394,3.535852016,3.535852016,5
116.2961199,39.82935441,3.463402753,3.463402753,4
116.2959324,39.82935984,2.967179655,2.967179655,4
116.2957463,39.82937261,-0.59422546,0.59422546,1
116.2955632,39.8293755,-0.519931826,0.519931826,1
116.2953817,39.82936014,-3.505877719,3.505877719,5
116.2952005,39.82937331,-2.663040356,2.663040356,4
116.2950229,39.82937783,-5.5035393,5.5035393,5
116.2948483,39.82937187,-4.130554651,4.130554651,5
116.2946764,39.82936943,1.992119393,1.992119393,3
116.29451,39.82936833,0.811819882,0.811819882,1
116.2943526,39.82937319,1.879660567,1.879660567,3
116.2942023,39.82938041,0.197803922,0.197803922,1
116.2940569,39.82938506,-1.903074922,1.903074922,3
116.2939206,39.82939031,-2.356746907,2.356746907,3
116.2937977,39.8293919,-0.871146192,0.871146192,1
116.2936931,39.82937476,-2.891267131,2.891267131,4
116.2936152,39.82937868,1.765639351,1.765639351,3
116.2935624,39.82938019,2.322230273,2.322230273,3
116.2935192,39.82937968,2.9002255,2.9002255,4
116.2934774,39.82937993,2.349769424,2.349769424,3
116.2934383,39.82938591,3.407079008,3.407079008,4
116.2933994,39.82937543,3.37276467,3.37276467,4
116.2933554,39.8293666,3.159938138,3.159938138,4
116.2933038,39.82937403,0.663500334,0.663500334,1
116.2932481,39.82936778,-2.309053953,2.309053953,3
116.29319,39.82936632,-1.610860279,1.610860279,2
116.2931273,39.82937897,-3.003750632,3.003750632,4
116.2930613,39.82938328,1.324562633,1.324562633,2
116.2929949,39.82938419,0.589398712,0.589398712,1
116.2929294,39.82938207,0.256993451,0.256993451,1
116.2928649,39.82936471,-0.054627222,0.054627222,1
116.2927988,39.82937279,-0.265739872,0.265739872,1
116.292732,39.82937709,-0.760394205,0.760394205,1
116.2926634,39.82938121,2.639978737,2.639978737,3
116.2925918,39.82938532,1.325159683,1.325159683,2
116.2925151,39.82939002,1.530478739,1.530478739,2
116.2924329,39.82939189,1.370749849,1.370749849,2
116.2923495,39.82939409,2.355417674,2.355417674,3
116.2922671,39.82939304,-1.345199904,1.345199904,2
116.2921862,39.82939348,0.121076921,0.121076921,1
116.2921073,39.82939326,1.152370541,1.152370541,1
116.2920299,39.82937879,1.39385056,1.39385056,2
116.2919527,39.82937237,2.734796373,2.734796373,4
116.2918735,39.82938275,3.047168989,3.047168989,4
116.2917895,39.82938636,3.198697322,3.198697322,4
116.2916986,39.82937879,3.152614456,3.152614456,4
116.2915994,39.82936866,2.622431779,2.622431779,3
116.2914919,39.82936534,1.030249782,1.030249782,1
116.2913758,39.82936931,1.749503261,1.749503261,3
116.291256,39.82936998,1.658148483,1.658148483,2
116.2911382,39.82937445,0.052861268,0.052861268,1
116.2910207,39.82936919,1.376371207,1.376371207,2
116.2909004,39.82936568,1.216212435,1.216212435,2
116.2907793,39.82936863,2.056225665,2.056225665,3
116.2906598,39.8293801,2.240003134,2.240003134,3
116.2905416,39.82938537,2.153880891,2.153880891,3
116.2904247,39.82938661,1.326011759,1.326011759,2
116.2903101,39.82938753,1.358310864,1.358310864,2
116.2901973,39.82938062,0.215361117,0.215361117,1
116.2900865,39.82937082,0.999408338,0.999408338,1
116.2898686,39.82936289,0.999501468,0.999501468,1
116.2897521,39.82936892,-0.085571011,0.085571011,1
116.2896273,39.82937772,-0.31521191,0.31521191,1
116.2894969,39.82938372,0.604163803,0.604163803,1
116.2893657,39.82938293,1.449129987,1.449129987,2
116.2892373,39.82937627,1.963181351,1.963181351,3
116.2891122,39.82938398,2.040260757,2.040260757,3
116.2889905,39.82939913,2.31910882,2.31910882,3
116.288873,39.82938966,2.945288373,2.945288373,4
116.2887585,39.82938577,2.711627781,2.711627781,4
116.2886446,39.82938511,1.908542719,1.908542719,3
116.288528,39.82938966,-0.711756543,0.711756543,1
116.2884042,39.82939154,-1.688877698,1.688877698,2
116.288272,39.8293921,-1.533162063,1.533162063,2
116.2881338,39.82939596,0.83269081,0.83269081,1
116.2879907,39.8293953,2.397572012,2.397572012,3
116.2878457,39.82939966,2.122786528,2.122786528,3
116.2876987,39.82940433,1.819556557,1.819556557,3
116.2875472,39.82942142,0.81566382,0.81566382,1
116.287389,39.82943684,1.685162655,1.685162655,2
116.2872256,39.82945139,0.672658191,0.672658191,1
116.2870575,39.82946974,-0.903944879,0.903944879,1
116.2868878,39.8294894,1.658436108,1.658436108,2
116.2867213,39.82951745,2.565728335,2.565728335,3
116.2865582,39.82955203,2.401086255,2.401086255,3
116.2863966,39.82957672,2.954796663,2.954796663,4
116.2862414,39.82960198,3.269116671,3.269116671,4
116.2860909,39.82963135,3.305663402,3.305663402,4
116.2859423,39.82965857,3.420467075,3.420467075,4
116.2858046,39.82969058,3.394948686,3.394948686,4
116.285685,39.82972265,3.364111198,3.364111198,4
116.2855833,39.82975737,3.431052485,3.431052485,4
116.2854897,39.82979279,3.43158384,3.43158384,4
116.2854022,39.82982324,3.448885829,3.448885829,4
116.2853253,39.82985497,3.457609611,3.457609611,4
116.2852538,39.82988255,3.464499095,3.464499095,4
116.2851873,39.82990942,3.458339816,3.458339816,4
116.2851254,39.82993923,3.440339034,3.440339034,4
116.2850641,39.82996538,3.280232152,3.280232152,4
116.2850103,39.82999106,3.193280483,3.193280483,4
116.2849617,39.83001179,1.197896434,1.197896434,2
116.2849203,39.83003127,0.298231374,0.298231374,1
116.2848843,39.83005093,0.104848178,0.104848178,1
116.2848484,39.83007061,-0.21962221,0.21962221,1
116.284812,39.83009035,-1.941931675,1.941931675,3
116.2847733,39.83010528,-2.239518464,2.239518464,3
116.2847358,39.83012173,-2.054853348,2.054853348,3
116.2846995,39.83013658,2.115856224,2.115856224,3
116.2846662,39.83015177,0.324413846,0.324413846,1
116.2846327,39.83016739,-0.479838766,0.479838766,1
116.2845996,39.83018581,-2.039177997,2.039177997,3
116.2845655,39.83020466,-2.420274464,2.420274464,3
116.2845285,39.8302212,-1.135206724,1.135206724,1
116.2844929,39.83024036,-0.099998813,0.099998813,1
116.2844561,39.83025907,-1.165913791,1.165913791,1
